Article,Vital_Level,Vital_Category,Level_Quota,SubPage_Quota
Molecular physics,5,Physics,4800,1200
Moment (physics),5,Physics,4800,1200
Momentum operator,5,Physics,4800,1200
Monoclinic crystal system,5,Physics,4800,1200
Mott insulator,5,Physics,4800,1200
Moving magnet and conductor problem,5,Physics,4800,1200
Munsell color system,5,Physics,4800,1200
N-body problem,5,Physics,4800,1200
Navy blue,5,Physics,4800,1200
Naïve physics,5,Physics,4800,1200
Near and far field,5,Physics,4800,1200
Negative-index metamaterial,5,Physics,4800,1200
Net force,5,Physics,4800,1200
Newtonian dynamics,5,Physics,4800,1200
Newtonian fluid,5,Physics,4800,1200
No-hair theorem,5,Physics,4800,1200
Non-Newtonian fluid,5,Physics,4800,1200
Non-inertial reference frame,5,Physics,4800,1200
Nonlinear metamaterial,5,Physics,4800,1200
Normal force,5,Physics,4800,1200
Normal mode,5,Physics,4800,1200
Nucleon magnetic moment,5,Physics,4800,1200
Observable,5,Physics,4800,1200
Ohmic contact,5,Physics,4800,1200
Olive (color),5,Physics,4800,1200
Onium,5,Physics,4800,1200
Operator (physics),5,Physics,4800,1200
Optical pumping,5,Physics,4800,1200
Orthorhombic crystal system,5,Physics,4800,1200
Outline of physics,5,Physics,4800,1200
Oxonium ion,5,Physics,4800,1200
Paramagnetism,5,Physics,4800,1200
Parity (physics),5,Physics,4800,1200
Particle in a box,5,Physics,4800,1200
Pascal's law,5,Physics,4800,1200
Path integral formulation,5,Physics,4800,1200
Pauli equation,5,Physics,4800,1200
Pauli matrices,5,Physics,4800,1200
Penrose diagram,5,Physics,4800,1200
Penrose–Hawking singularity theorems,5,Physics,4800,1200
Permeability (electromagnetism),5,Physics,4800,1200
Permittivity,5,Physics,4800,1200
Perovskite (structure),5,Physics,4800,1200
Perpetual motion,5,Physics,4800,1200
Perturbation theory,5,Physics,4800,1200
Phase rule,5,Physics,4800,1200
Phonon,5,Physics,4800,1200
Phosphorescence,5,Physics,4800,1200
Photonic metamaterial,5,Physics,4800,1200
Physical constant,5,Physics,4800,1200
Physical object,5,Physics,4800,1200
Physical property,5,Physics,4800,1200
Physical quantity,5,Physics,4800,1200
Physicist,5,Physics,4800,1200
Physics education,5,Physics,4800,1200
Piezoelectricity,5,Physics,4800,1200
Pipe flow,5,Physics,4800,1200
Planck constant,5,Physics,4800,1200
Planck postulate,5,Physics,4800,1200
Plasma recombination,5,Physics,4800,1200
Plasmon,5,Physics,4800,1200
Plum pudding model,5,Physics,4800,1200
Poincaré group,5,Physics,4800,1200
Point particle,5,Physics,4800,1200
Point source,5,Physics,4800,1200
Poisson's ratio,5,Physics,4800,1200
Poisson bracket,5,Physics,4800,1200
Polarization density,5,Physics,4800,1200
Polaron,5,Physics,4800,1200
Polymer physics,5,Physics,4800,1200
Position (geometry),5,Physics,4800,1200
Position and momentum spaces,5,Physics,4800,1200
Position operator,5,Physics,4800,1200
Positronium,5,Physics,4800,1200
Potential well,5,Physics,4800,1200
Potts model,5,Physics,4800,1200
Poynting's theorem,5,Physics,4800,1200
Poynting vector,5,Physics,4800,1200
Precession,5,Physics,4800,1200
Principal quantum number,5,Physics,4800,1200
Principle of covariance,5,Physics,4800,1200
Principle of locality,5,Physics,4800,1200
ProPhoto RGB color space,5,Physics,4800,1200
Probability amplitude,5,Physics,4800,1200
Problem of time,5,Physics,4800,1200
Projectile,5,Physics,4800,1200
Projectile motion,5,Physics,4800,1200
Propagator,5,Physics,4800,1200
Proper time,5,Physics,4800,1200
QCD vacuum,5,Physics,4800,1200
QED vacuum,5,Physics,4800,1200
Quantization (physics),5,Physics,4800,1200
Quantum,5,Physics,4800,1200
Quantum Hall effect,5,Physics,4800,1200
Quantum contextuality,5,Physics,4800,1200
Quantum fluctuation,5,Physics,4800,1200
Quantum foam,5,Physics,4800,1200
Quantum harmonic oscillator,5,Physics,4800,1200
Quantum indeterminacy,5,Physics,4800,1200
Quantum nonlocality,5,Physics,4800,1200
Quantum number,5,Physics,4800,1200
Quantum potential,5,Physics,4800,1200
Quantum state,5,Physics,4800,1200
Quantum superposition,5,Physics,4800,1200
Quantum vacuum state,5,Physics,4800,1200
Quasiparticle,5,Physics,4800,1200
RGBA color model,5,Physics,4800,1200
RGB color spaces,5,Physics,4800,1200
RYB color model,5,Physics,4800,1200
Radiance,5,Physics,4800,1200
Radiant flux,5,Physics,4800,1200
Radiation pressure,5,Physics,4800,1200
Radiative transfer,5,Physics,4800,1200
Radiometry,5,Physics,4800,1200
Rapidity,5,Physics,4800,1200
Rayleigh problem,5,Physics,4800,1200
Reaction (physics),5,Physics,4800,1200
Rec. 2020,5,Physics,4800,1200
Rec. 2100,5,Physics,4800,1200
Rec. 601,5,Physics,4800,1200
Rec. 709,5,Physics,4800,1200
Reciprocal lattice,5,Physics,4800,1200
Reduced mass,5,Physics,4800,1200
Relative velocity,5,Physics,4800,1200
Relativistic quantum mechanics,5,Physics,4800,1200
Relativity of simultaneity,5,Physics,4800,1200
Renormalization,5,Physics,4800,1200
Restoring force,5,Physics,4800,1200
Resultant force,5,Physics,4800,1200
Retarded time,5,Physics,4800,1200
Rheology,5,Physics,4800,1200
Right-hand rule,5,Physics,4800,1200
Rigid body,5,Physics,4800,1200
Rigid body dynamics,5,Physics,4800,1200
Rigid rotor,5,Physics,4800,1200
Rock magnetism,5,Physics,4800,1200
Rolling,5,Physics,4800,1200
Rolling resistance,5,Physics,4800,1200
Rose (color),5,Physics,4800,1200
Rotation operator (quantum mechanics),5,Physics,4800,1200
Rotational spectroscopy,5,Physics,4800,1200
Rotational–vibrational spectroscopy,5,Physics,4800,1200
Ruby (color),5,Physics,4800,1200
Rutherford model,5,Physics,4800,1200
Rydberg constant,5,Physics,4800,1200
Rydberg formula,5,Physics,4800,1200
SRGB,5,Physics,4800,1200
Saffron (color),5,Physics,4800,1200
ScRGB,5,Physics,4800,1200
Scalar (physics),5,Physics,4800,1200
Scalar potential,5,Physics,4800,1200
Scale invariance,5,Physics,4800,1200
Scarlet (color),5,Physics,4800,1200
Schrödinger's cat,5,Physics,4800,1200
Schwinger's quantum action principle,5,Physics,4800,1200
Scintillation (physics),5,Physics,4800,1200
Scintillator,5,Physics,4800,1200
Screw axis,5,Physics,4800,1200
Secondary color,5,Physics,4800,1200
Self-organized criticality,5,Physics,4800,1200
Shear modulus,5,Physics,4800,1200
Shear stress,5,Physics,4800,1200
Shearing (physics),5,Physics,4800,1200
Shock (mechanics),5,Physics,4800,1200
Silver (color),5,Physics,4800,1200
Sky blue,5,Physics,4800,1200
Slosh dynamics,5,Physics,4800,1200
Soft matter,5,Physics,4800,1200
Soil mechanics,5,Physics,4800,1200
Spacetime diagram,5,Physics,4800,1200
Spectral density,5,Physics,4800,1200
Spectral line,5,Physics,4800,1200
Spherical harmonics,5,Physics,4800,1200
Spin quantum number,5,Physics,4800,1200
Spin–orbit interaction,5,Physics,4800,1200
Spontaneous emission,5,Physics,4800,1200
Spontaneous magnetization,5,Physics,4800,1200
Spring green,5,Physics,4800,1200
Stark effect,5,Physics,4800,1200
Static electricity,5,Physics,4800,1200
Stationary state,5,Physics,4800,1200
Steady state,5,Physics,4800,1200
Stern–Gerlach experiment,5,Physics,4800,1200
Stimulated emission,5,Physics,4800,1200
Stokes problem,5,Physics,4800,1200
Stress–energy tensor,5,Physics,4800,1200
Sublimation (phase transition),5,Physics,4800,1200
Supercritical fluid,5,Physics,4800,1200
Superfluidity,5,Physics,4800,1200
Superheated steam,5,Physics,4800,1200
Superheating,5,Physics,4800,1200
Supersolid,5,Physics,4800,1200
Symmetry in quantum mechanics,5,Physics,4800,1200
Synchrotron radiation,5,Physics,4800,1200
Tan (color),5,Physics,4800,1200
Taylor–Culick flow,5,Physics,4800,1200
Teal,5,Physics,4800,1200
Tension (physics),5,Physics,4800,1200
Terahertz radiation,5,Physics,4800,1200
Test particle,5,Physics,4800,1200
Tests of general relativity,5,Physics,4800,1200
Tetragonal crystal system,5,Physics,4800,1200
Tidal force,5,Physics,4800,1200
Time dilation,5,Physics,4800,1200
Time in physics,5,Physics,4800,1200
"Tint, shade and tone",5,Physics,4800,1200
Topological order,5,Physics,4800,1200
Torsion (mechanics),5,Physics,4800,1200
Toughness,5,Physics,4800,1200
Trajectory,5,Physics,4800,1200
Transport phenomena,5,Physics,4800,1200
Transverse mode,5,Physics,4800,1200
Triclinic crystal system,5,Physics,4800,1200
Tunable metamaterial,5,Physics,4800,1200
Turquoise (color),5,Physics,4800,1200
Twin paradox,5,Physics,4800,1200
Two-body problem,5,Physics,4800,1200
Type-II superconductor,5,Physics,4800,1200
Type-I superconductor,5,Physics,4800,1200
Tyrian purple,5,Physics,4800,1200
Ultramarine,5,Physics,4800,1200
Unit cell,5,Physics,4800,1200
Unitary transformation (quantum mechanics),5,Physics,4800,1200
Vacancy defect,5,Physics,4800,1200
Vacuum permeability,5,Physics,4800,1200
Vacuum permittivity,5,Physics,4800,1200
Valence and conduction bands,5,Physics,4800,1200
Vaporization,5,Physics,4800,1200
Variational method (quantum mechanics),5,Physics,4800,1200
Vector potential,5,Physics,4800,1200
Vermilion,5,Physics,4800,1200
Vertical pressure variation,5,Physics,4800,1200
Vibration,5,Physics,4800,1200
Violet (color),5,Physics,4800,1200
Virial theorem,5,Physics,4800,1200
Viridian,5,Physics,4800,1200
Virtual state,5,Physics,4800,1200
Virtual work,5,Physics,4800,1200
Vlasov equation,5,Physics,4800,1200
Voltage,5,Physics,4800,1200
Volumetric flow rate,5,Physics,4800,1200
Vorticity,5,Physics,4800,1200
WKB approximation,5,Physics,4800,1200
Wave function collapse,5,Physics,4800,1200
Waveguide (radio frequency),5,Physics,4800,1200
Web colors,5,Physics,4800,1200
Wheeler–Feynman absorber theory,5,Physics,4800,1200
White hole,5,Physics,4800,1200
Wide-gamut RGB color space,5,Physics,4800,1200
Wu experiment,5,Physics,4800,1200
X-ray crystallography,5,Physics,4800,1200
Young's modulus,5,Physics,4800,1200
Zeeman effect,5,Physics,4800,1200
Zero-point energy,5,Physics,4800,1200
Acoustic resonance,5,Physics,4800,1200
Adiabatic process,5,Physics,4800,1200
Alpha decay,5,Physics,4800,1200
Angle of incidence (optics),5,Physics,4800,1200
Annihilation,5,Physics,4800,1200
Antihydrogen,5,Physics,4800,1200
Antineutron,5,Physics,4800,1200
Antiproton,5,Physics,4800,1200
Aperture,5,Physics,4800,1200
Axion,5,Physics,4800,1200
Baryon asymmetry,5,Physics,4800,1200
Baryon number,5,Physics,4800,1200
Beat (acoustics),5,Physics,4800,1200
Beer–Lambert law,5,Physics,4800,1200
Beta decay,5,Physics,4800,1200
Biophoton,5,Physics,4800,1200
Birefringence,5,Physics,4800,1200
Black body,5,Physics,4800,1200
Boltzmann's entropy formula,5,Physics,4800,1200
Boltzmann distribution,5,Physics,4800,1200
Boltzmann equation,5,Physics,4800,1200
Bose–Einstein statistics,5,Physics,4800,1200
Bottom quark,5,Physics,4800,1200
Bragg's law,5,Physics,4800,1200
Brane,5,Physics,4800,1200
Brayton cycle,5,Physics,4800,1200
Brownian motion,5,Physics,4800,1200
CPT symmetry,5,Physics,4800,1200
CP violation,5,Physics,4800,1200
Calorimeter (particle physics),5,Physics,4800,1200
Canonical ensemble,5,Physics,4800,1200
Carnot cycle,5,Physics,4800,1200
Carnot heat engine,5,Physics,4800,1200
Caustic (optics),5,Physics,4800,1200
Charge conservation,5,Physics,4800,1200
Charm quark,5,Physics,4800,1200
Chemical potential,5,Physics,4800,1200
Chirality (physics),5,Physics,4800,1200
Chromatic aberration,5,Physics,4800,1200
Circular polarization,5,Physics,4800,1200
Classical unified field theories,5,Physics,4800,1200
Closed system,5,Physics,4800,1200
Coherence (physics),5,Physics,4800,1200
Cold,5,Physics,4800,1200
Cold fusion,5,Physics,4800,1200
Collider,5,Physics,4800,1200
Color charge,5,Physics,4800,1200
Convection (heat transfer),5,Physics,4800,1200
Cowan–Reines neutrino experiment,5,Physics,4800,1200
Critical mass,5,Physics,4800,1200
Curved mirror,5,Physics,4800,1200
D-brane,5,Physics,4800,1200
Decay energy,5,Physics,4800,1200
Decay product,5,Physics,4800,1200
Density of states,5,Physics,4800,1200
Detailed balance,5,Physics,4800,1200
Dichroism,5,Physics,4800,1200
Diesel cycle,5,Physics,4800,1200
Diffraction-limited system,5,Physics,4800,1200
Discovery of the neutron,5,Physics,4800,1200
Dispersion (optics),5,Physics,4800,1200
Dispersion (water waves),5,Physics,4800,1200
Distribution function (physics),5,Physics,4800,1200
Down quark,5,Physics,4800,1200
Echo,5,Physics,4800,1200
Effusion,5,Physics,4800,1200
Eightfold way (physics),5,Physics,4800,1200
Elastic scattering,5,Physics,4800,1200
Electron neutrino,5,Physics,4800,1200
Electron paramagnetic resonance,5,Physics,4800,1200
Electron–positron annihilation,5,Physics,4800,1200
Electroweak interaction,5,Physics,4800,1200
Elementary particle,5,Physics,4800,1200
Endothermic process,5,Physics,4800,1200
Energy conversion efficiency,5,Physics,4800,1200
Ensemble (mathematical physics),5,Physics,4800,1200
Enthalpy of vaporization,5,Physics,4800,1200
Entropy (classical thermodynamics),5,Physics,4800,1200
Entropy (energy dispersal),5,Physics,4800,1200
Entropy (order and disorder),5,Physics,4800,1200
Entropy (statistical thermodynamics),5,Physics,4800,1200
Entropy as an arrow of time,5,Physics,4800,1200
Entropy of mixing,5,Physics,4800,1200
Equation of state,5,Physics,4800,1200
Equilibrium thermodynamics,5,Physics,4800,1200
Equipartition theorem,5,Physics,4800,1200
Ericsson cycle,5,Physics,4800,1200
Exothermic process,5,Physics,4800,1200
Fermat's principle,5,Physics,4800,1200
Fermi energy,5,Physics,4800,1200
Fermi–Dirac statistics,5,Physics,4800,1200
Feynman diagram,5,Physics,4800,1200
First law of thermodynamics,5,Physics,4800,1200
Flavour (particle physics),5,Physics,4800,1200
Fluctuation theorem,5,Physics,4800,1200
Fluctuation–dissipation theorem,5,Physics,4800,1200
Force carrier,5,Physics,4800,1200
Fourier optics,5,Physics,4800,1200
Fraunhofer diffraction,5,Physics,4800,1200
Free neutron decay,5,Physics,4800,1200
Fresnel equations,5,Physics,4800,1200
Fundamental thermodynamic relation,5,Physics,4800,1200
Generation (particle physics),5,Physics,4800,1200
Geometrical optics,5,Physics,4800,1200
Gibbs free energy,5,Physics,4800,1200
Grand Unified Theory,5,Physics,4800,1200
Grand canonical ensemble,5,Physics,4800,1200
Granular convection,5,Physics,4800,1200
Graviton,5,Physics,4800,1200
Group velocity,5,Physics,4800,1200
H-theorem,5,Physics,4800,1200
Half-life,5,Physics,4800,1200
Harmonic,5,Physics,4800,1200
Heat capacity ratio,5,Physics,4800,1200
Heat engine,5,Physics,4800,1200
Heat equation,5,Physics,4800,1200
Heat pump and refrigeration cycle,5,Physics,4800,1200
Helmholtz free energy,5,Physics,4800,1200
Hierarchy problem,5,Physics,4800,1200
Higgs mechanism,5,Physics,4800,1200
High-energy nuclear physics,5,Physics,4800,1200
Huygens–Fresnel principle,5,Physics,4800,1200
Hypercharge,5,Physics,4800,1200
Hypernucleus,5,Physics,4800,1200
Hyperon,5,Physics,4800,1200
Ideal gas,5,Physics,4800,1200
Illuminance,5,Physics,4800,1200
Indistinguishable particles,5,Physics,4800,1200
Inelastic scattering,5,Physics,4800,1200
Intensity (physics),5,Physics,4800,1200
Intensive and extensive properties,5,Physics,4800,1200
Internal pressure,5,Physics,4800,1200
Introduction to entropy,5,Physics,4800,1200
Invisibility,5,Physics,4800,1200
Iridescence,5,Physics,4800,1200
Irreversible process,5,Physics,4800,1200
Isenthalpic process,5,Physics,4800,1200
Island of stability,5,Physics,4800,1200
Isospin,5,Physics,4800,1200
Isothermal process,5,Physics,4800,1200
J/psi meson,5,Physics,4800,1200
Joule–Thomson effect,5,Physics,4800,1200
Kaon,5,Physics,4800,1200
Kinetic theory of gases,5,Physics,4800,1200
Latent heat,5,Physics,4800,1200
Lepton number,5,Physics,4800,1200
Linear particle accelerator,5,Physics,4800,1200
Linear polarization,5,Physics,4800,1200
List of particles,5,Physics,4800,1200
Longitudinal wave,5,Physics,4800,1200
Loschmidt's paradox,5,Physics,4800,1200
Loudness,5,Physics,4800,1200
Luminance,5,Physics,4800,1200
Luminous flux,5,Physics,4800,1200
Luminous intensity,5,Physics,4800,1200
M-theory,5,Physics,4800,1200
Magnetic resonance,5,Physics,4800,1200
Magnification,5,Physics,4800,1200
Massless particle,5,Physics,4800,1200
Mathematical formulation of the Standard Model,5,Physics,4800,1200
Maxwell's demon,5,Physics,4800,1200
Maxwell relations,5,Physics,4800,1200
Maxwell–Boltzmann distribution,5,Physics,4800,1200
Maxwell–Boltzmann statistics,5,Physics,4800,1200
Mean free path,5,Physics,4800,1200
Mechanical wave,5,Physics,4800,1200
Microcanonical ensemble,5,Physics,4800,1200
Microstate (statistical mechanics),5,Physics,4800,1200
Minimal Supersymmetric Standard Model,5,Physics,4800,1200
Moiré pattern,5,Physics,4800,1200
